	ID_GeneontologyIDs_	Gene ontology IDs
7826	GO:0005811; GO:0005886; GO:0005887; GO:0006833; GO:0009636; GO:0015204; GO:0015250; GO:0015254; GO:0015793; GO:0016324; GO:0043231; GO:0051289; GO:0071468	7826
7827	GO:0004177; GO:0004180; GO:0005634; GO:0005654; GO:0005802; GO:0005829; GO:0005925; GO:0006508; GO:0008235; GO:0030145; GO:0030496; GO:0070006; GO:0070062	7827
7828	GO:0005737; GO:0005783; GO:0005789; GO:0005829; GO:0005886; GO:0006612; GO:0006833; GO:0008284; GO:0009986; GO:0009992; GO:0015250; GO:0015254; GO:0015267; GO:0015793; GO:0016021; GO:0030104; GO:0030425; GO:0030659; GO:0032364; GO:0033577; GO:0042802; GO:0048388; GO:0048471; GO:0050680; GO:0051260; GO:0072014; GO:0080170; GO:1903573; GO:1904293	7828
7829	GO:0000812; GO:0005634; GO:0019212; GO:0031410; GO:0042393; GO:0042981; GO:0043486	7829
7830	GO:0008200	7830
7831	GO:0005319; GO:0005576; GO:0006629; GO:0010890; GO:0034361; GO:0034364; GO:0070328	7831
7832	GO:0003341; GO:0005930; GO:0031514; GO:0044782	7832
7833	GO:0003091; GO:0003097; GO:0005223; GO:0005267; GO:0005372; GO:0005634; GO:0005737; GO:0005886; GO:0005887; GO:0005903; GO:0006813; GO:0006833; GO:0006884; GO:0006972; GO:0008519; GO:0009925; GO:0009992; GO:0015079; GO:0015168; GO:0015250; GO:0015670; GO:0015696; GO:0015793; GO:0016021; GO:0016323; GO:0016324; GO:0019725; GO:0019934; GO:0020003; GO:0021670; GO:0022857; GO:0030157; GO:0030184; GO:0030185; GO:0030950; GO:0031526; GO:0031965; GO:0033326; GO:0034644; GO:0035377; GO:0035378; GO:0035379; GO:0042383; GO:0042476; GO:0042802; GO:0043066; GO:0043154; GO:0045177; GO:0045766; GO:0046878; GO:0048146; GO:0050829; GO:0050891; GO:0070062; GO:0070301; GO:0071241; GO:0071260; GO:0071280; GO:0071288; GO:0071300; GO:0071320; GO:0071456; GO:0071472; GO:0071474; GO:0071549; GO:0071732; GO:0085018	7833
7834	GO:0000139; GO:0005765; GO:0005829; GO:0005905; GO:0006605; GO:0016192; GO:0030121; GO:0030659; GO:0032588; GO:0035615; GO:0043231	7834
7835	GO:0004561; GO:0005764; GO:0006027; GO:0007040; GO:0007399; GO:0021680; GO:0042474; GO:0043202; GO:0045475; GO:0046548; GO:0060119; GO:0070062	7835
7836	GO:0005576; GO:0005737; GO:0006869; GO:0008289; GO:0042157	7836
7837	GO:0004888; GO:0005886; GO:0009986; GO:0016021; GO:0046872; GO:1901998	7837
7838	GO:0001533; GO:0001780; GO:0001891; GO:0002250; GO:0002548; GO:0002685; GO:0003697; GO:0003727; GO:0005102; GO:0005509; GO:0005543; GO:0005544; GO:0005576; GO:0005615; GO:0005634; GO:0005654; GO:0005737; GO:0005768; GO:0005829; GO:0005886; GO:0005912; GO:0005925; GO:0006909; GO:0006954; GO:0007165; GO:0007166; GO:0007187; GO:0008360; GO:0009986; GO:0010165; GO:0014839; GO:0016323; GO:0016324; GO:0016328; GO:0018149; GO:0019834; GO:0019898; GO:0030073; GO:0030216; GO:0030850; GO:0031018; GO:0031232; GO:0031313; GO:0031340; GO:0031394; GO:0031514; GO:0031532; GO:0031901; GO:0031966; GO:0031982; GO:0032355; GO:0032508; GO:0032652; GO:0032717; GO:0032743; GO:0032991; GO:0033031; GO:0035924; GO:0036121; GO:0042063; GO:0042102; GO:0042383; GO:0042493; GO:0042629; GO:0042802; GO:0043066; GO:0043434; GO:0045087; GO:0045627; GO:0045629; GO:0045920; GO:0046632; GO:0046883; GO:0048306; GO:0050482; GO:0050709; GO:0050727; GO:0062023; GO:0070062; GO:0070301; GO:0070365; GO:0070459; GO:0070555; GO:0071385; GO:0071621; GO:0090050; GO:0090303; GO:0097060; GO:0097350; GO:0098641; GO:1900087; GO:1900138; GO:1990814	7838
7839	GO:0000122; GO:0000785; GO:0000976; GO:0000978; GO:0000981; GO:0001091; GO:0001223; GO:0001228; GO:0001701; GO:0003073; GO:0003382; GO:0003682; GO:0003700; GO:0004879; GO:0005102; GO:0005496; GO:0005497; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0006357; GO:0007165; GO:0007267; GO:0007283; GO:0007338; GO:0008013; GO:0008134; GO:0008270; GO:0008284; GO:0008285; GO:0008584; GO:0010628; GO:0016607; GO:0019102; GO:0019899; GO:0030518; GO:0030520; GO:0030521; GO:0030522; GO:0032991; GO:0033148; GO:0033327; GO:0035264; GO:0042327; GO:0043410; GO:0043568; GO:0045597; GO:0045720; GO:0045726; GO:0045893; GO:0045944; GO:0045945; GO:0048638; GO:0048645; GO:0048808; GO:0050680; GO:0051092; GO:0051117; GO:0060520; GO:0060571; GO:0060599; GO:0060736; GO:0060740; GO:0060742; GO:0060748; GO:0060749; GO:0060769; GO:0061629; GO:0070974; GO:0071383; GO:0071391; GO:0071394; GO:0072520; GO:1903076; GO:2001237	7839
7840	GO:0005179; GO:0005576; GO:0010954; GO:0019216; GO:0044255; GO:0045444; GO:0048469; GO:0050746; GO:0070328	7840
7841	GO:0001540; GO:0001932; GO:0001935; GO:0002719; GO:0005102; GO:0005543; GO:0005576; GO:0005615; GO:0005634; GO:0005769; GO:0005788; GO:0005829; GO:0005886; GO:0006656; GO:0006695; GO:0007186; GO:0007229; GO:0007584; GO:0008035; GO:0008203; GO:0008211; GO:0009986; GO:0010804; GO:0010873; GO:0010875; GO:0010898; GO:0010903; GO:0014012; GO:0015485; GO:0018158; GO:0018206; GO:0019899; GO:0019915; GO:0030139; GO:0030300; GO:0030301; GO:0030325; GO:0031072; GO:0031100; GO:0031210; GO:0031410; GO:0032489; GO:0032691; GO:0033344; GO:0033700; GO:0034115; GO:0034190; GO:0034191; GO:0034361; GO:0034362; GO:0034363; GO:0034364; GO:0034365; GO:0034366; GO:0034372; GO:0034375; GO:0034380; GO:0034384; GO:0034774; GO:0035025; GO:0042157; GO:0042158; GO:0042493; GO:0042627; GO:0042632; GO:0042802; GO:0043534; GO:0043627; GO:0043691; GO:0045499; GO:0045723; GO:0046470; GO:0046889; GO:0050728; GO:0050766; GO:0050821; GO:0050919; GO:0051006; GO:0051180; GO:0051345; GO:0051496; GO:0055091; GO:0055102; GO:0060192; GO:0060228; GO:0060354; GO:0060761; GO:0062023; GO:0070062; GO:0070328; GO:0070508; GO:0070653; GO:0071682; GO:0072562; GO:0120020; GO:1900026; GO:1902995; GO:1903561	7841
7842	GO:0001525; GO:0001541; GO:0001556; GO:0001666; GO:0001878; GO:0001890; GO:0001938; GO:0003677; GO:0003779; GO:0004519; GO:0004521; GO:0004540; GO:0005102; GO:0005507; GO:0005576; GO:0005604; GO:0005615; GO:0005634; GO:0005694; GO:0005730; GO:0005829; GO:0006651; GO:0007154; GO:0007202; GO:0008201; GO:0009303; GO:0009725; GO:0015629; GO:0016078; GO:0016477; GO:0017148; GO:0019731; GO:0019732; GO:0019843; GO:0030041; GO:0030426; GO:0031410; GO:0032148; GO:0032311; GO:0032431; GO:0042277; GO:0042327; GO:0042592; GO:0042803; GO:0043025; GO:0045087; GO:0048662; GO:0050714; GO:0050830; GO:0061844	7842
7843	GO:0000281; GO:0005200; GO:0005764; GO:0005783; GO:0005794; GO:0005829; GO:0005886; GO:0007009; GO:0007165; GO:0007409; GO:0007528; GO:0008092; GO:0008093; GO:0009925; GO:0009986; GO:0010628; GO:0010650; GO:0010765; GO:0010960; GO:0014704; GO:0014731; GO:0016323; GO:0016328; GO:0016529; GO:0019228; GO:0030018; GO:0030315; GO:0030425; GO:0030507; GO:0030674; GO:0031594; GO:0033268; GO:0034112; GO:0042383; GO:0043001; GO:0043005; GO:0043034; GO:0043194; GO:0043266; GO:0044325; GO:0045184; GO:0045211; GO:0045296; GO:0045838; GO:0071286; GO:0071709; GO:0072659; GO:0072660; GO:0090314; GO:0099612; GO:1900827; GO:1902260; GO:2000651; GO:2001259	7843
7844	GO:0005654; GO:0005829; GO:0009612; GO:0014704; GO:0015629; GO:0030016; GO:0031432	7844
7845	GO:0000978; GO:0000981; GO:0001654; GO:0005634; GO:0005667; GO:0006357	7845
7846	GO:0003682; GO:0005524; GO:0005634; GO:0005654; GO:0031936; GO:0042393; GO:0045944; GO:0070577	7846
7847	GO:0001558; GO:0005524; GO:0005739; GO:0005743; GO:0007005; GO:0008270; GO:0016021; GO:0042645; GO:0042802; GO:0043066; GO:0140374	7847
7848	GO:0000045; GO:0002026; GO:0003009; GO:0005388; GO:0005509; GO:0005524; GO:0005783; GO:0005789; GO:0005887; GO:0006874; GO:0006984; GO:0007155; GO:0008022; GO:0008544; GO:0008553; GO:0010460; GO:0010882; GO:0012506; GO:0014801; GO:0014883; GO:0014898; GO:0016020; GO:0016240; GO:0016529; GO:0019899; GO:0031095; GO:0031234; GO:0031775; GO:0032469; GO:0032470; GO:0032496; GO:0032991; GO:0033017; GO:0033292; GO:0034220; GO:0034599; GO:0034605; GO:0034976; GO:0044325; GO:0044548; GO:0045822; GO:0048471; GO:0055119; GO:0061831; GO:0070296; GO:0070588; GO:0086036; GO:0086039; GO:0090534; GO:0097470; GO:0098909; GO:0120025; GO:0140056; GO:1900121; GO:1903233; GO:1903515; GO:1903779; GO:1990036; GO:1990456	7848
7849	GO:0000139; GO:0000785; GO:0000976; GO:0000977; GO:0000978; GO:0000981; GO:0001228; GO:0001654; GO:0003700; GO:0005634; GO:0005635; GO:0005654; GO:0005783; GO:0005789; GO:0005794; GO:0005829; GO:0006357; GO:0006457; GO:0007165; GO:0007601; GO:0010508; GO:0016020; GO:0030176; GO:0030968; GO:0031625; GO:0035497; GO:0036500; GO:0042802; GO:0043065; GO:0043565; GO:0045944; GO:0046982; GO:1903893; GO:1990440; GO:1990837	7849
7850	GO:0005802; GO:0005886; GO:0016020; GO:0016021; GO:0019902; GO:0030133; GO:0032991; GO:0042998; GO:0043231; GO:0071253	7850
7851	GO:0000045; GO:0000407; GO:0000422; GO:0005654; GO:0005789; GO:0005811; GO:0019898; GO:0032266; GO:0034045; GO:0034727; GO:0044805; GO:0061709; GO:0120013	7851
7852	GO:0000132; GO:0000226; GO:0000242; GO:0000922; GO:0000976; GO:0001578; GO:0005516; GO:0005737; GO:0005794; GO:0005813; GO:0005829; GO:0005856; GO:0005874; GO:0007059; GO:0007098; GO:0007099; GO:0007420; GO:0008017; GO:0015631; GO:0019901; GO:0022008; GO:0030054; GO:0031023; GO:0031116; GO:0035371; GO:0043015; GO:0045664; GO:0045665; GO:0045893; GO:0046600; GO:0048471; GO:0070062; GO:0090266; GO:0097431	7852
7853	GO:0005576; GO:0005886; GO:0007155; GO:0007399; GO:0031225; GO:0043005	7853
7854	GO:0000976; GO:0005634; GO:0005654; GO:0006974; GO:0008013; GO:0008284; GO:0030097; GO:0035097; GO:0043627; GO:0044666; GO:0046872; GO:0048188; GO:0051568	7854
7855	GO:0000281; GO:0000922; GO:0005813; GO:0005829; GO:0005874; GO:0006915; GO:0007026; GO:0015630; GO:0045944	7855
7856	GO:0000785; GO:0000978; GO:0000981; GO:0001228; GO:0001666; GO:0001701; GO:0003700; GO:0005634; GO:0005654; GO:0005667; GO:0005737; GO:0006355; GO:0006357; GO:0007417; GO:0007420; GO:0008284; GO:0017162; GO:0032355; GO:0034751; GO:0043066; GO:0044877; GO:0045893; GO:0045944; GO:0046982; GO:1990837	7856
7857	GO:0005829; GO:0006805; GO:0016787; GO:0070062	7857
7858	GO:0005576; GO:0005829; GO:0005869; GO:0007018; GO:0035578; GO:0098958; GO:1904115; GO:1904813	7858
7859	GO:0003676; GO:0005516; GO:0005737	7859
7860	GO:0005737; GO:0005739; GO:0005856; GO:0005886; GO:0007266; GO:0008360; GO:0030838; GO:0031274	7860
7861	GO:0005737; GO:0005814; GO:0036064; GO:0045880; GO:0060271; GO:0070062; GO:0097542	7861
7862	GO:0005654; GO:0005737; GO:0005794; GO:0005829; GO:0006479; GO:0007005; GO:0018025; GO:0022400; GO:0031072; GO:0032991	7862
7863	GO:0004065; GO:0005788; GO:0016021; GO:0046872	7863
7864	GO:0001895; GO:0001917; GO:0005739	7864
7865	GO:0003682; GO:0003723; GO:0003729; GO:0005634; GO:0005654; GO:0005737; GO:0005813; GO:0005847; GO:0005849; GO:0006378; GO:0006397; GO:0010608; GO:0016604; GO:0016787; GO:0030154; GO:0031439; GO:0034451; GO:0035925; GO:0042382; GO:0042802; GO:0042803; GO:0042826; GO:0051262; GO:0051290; GO:0098789; GO:0110104; GO:1900365; GO:1990120; GO:2000738; GO:2000975	7865
7866	GO:0005184; GO:0005615; GO:0005737; GO:0007218; GO:0007417; GO:0008285; GO:0009611; GO:0016324; GO:0030103; GO:0031045; GO:0031145; GO:0042127; GO:0051461; GO:0051466; GO:0070314; GO:0090398; GO:2000854	7866
7867	GO:0005068; GO:0005737; GO:0005829; GO:0005886; GO:0006954; GO:0006959; GO:0007169; GO:0010628; GO:0016020; GO:0019899; GO:0019901; GO:0030183; GO:0035556; GO:0035591; GO:0036464; GO:0042169; GO:0043274; GO:0050853; GO:1990782	7867
7868	GO:0001933; GO:0002687; GO:0004930; GO:0004947; GO:0005783; GO:0005886; GO:0005887; GO:0006954; GO:0007186; GO:0007204; GO:0007205; GO:0009612; GO:0016477; GO:0019233; GO:0030308; GO:0032496; GO:0042277; GO:0043005; GO:0045776; GO:0051281	7868
7869	GO:0002020; GO:0004435; GO:0004930; GO:0004947; GO:0005768; GO:0005794; GO:0005886; GO:0005887; GO:0006939; GO:0006954; GO:0007166; GO:0007169; GO:0007186; GO:0007204; GO:0008015; GO:0009651; GO:0019229; GO:0031702; GO:0033137; GO:0042310; GO:0042311; GO:0043114; GO:0043231; GO:0046982; GO:0050482; GO:1902239	7869
7870	GO:0003723; GO:0005654; GO:0005730; GO:0006325; GO:0008168; GO:0016435; GO:0046982; GO:0048471; GO:0070476; GO:2000234	7870
7871	GO:0001568; GO:0001657; GO:0002043; GO:0005615; GO:0010594; GO:0030514; GO:0031012; GO:0042118; GO:0045765; GO:0048839; GO:0060393; GO:0070374; GO:1903672	7871
7872	GO:0000138; GO:0000139; GO:0005484; GO:0005789; GO:0006888; GO:0015031; GO:0016020; GO:0030133; GO:0030173; GO:0031201; GO:0033116; GO:0048280	7872
7873	GO:0000462; GO:0000479; GO:0003723; GO:0003924; GO:0005524; GO:0005525; GO:0005654; GO:0005694; GO:0005730; GO:0030686; GO:0034511	7873
7874	GO:0005634; GO:0005737; GO:0005829; GO:0007049; GO:0007088; GO:0019901; GO:0032147; GO:0032880; GO:0051301; GO:0060236; GO:0072687	7874
7875	GO:0004565; GO:0005576; GO:0005737; GO:0005773; GO:0005794; GO:0006027; GO:0006687; GO:0016936; GO:0019388; GO:0035578; GO:0042340; GO:0042803; GO:0043202; GO:0043231; GO:0044262; GO:0048471; GO:0051413; GO:0070062; GO:1904016; GO:1904813	7875
7876	GO:0005765; GO:0007507; GO:0099078	7876
7877	GO:0001525; GO:0002062; GO:0005178; GO:0005201; GO:0005518; GO:0005576; GO:0005604; GO:0005615; GO:0005802; GO:0005886; GO:0007155; GO:0007162; GO:0007601; GO:0008283; GO:0030198; GO:0031012; GO:0042802; GO:0050839; GO:0050840; GO:0050896; GO:0062023; GO:0070062	7877
7878	GO:0000785; GO:0000977; GO:0000981; GO:0005634; GO:0005737; GO:0006357; GO:0032502; GO:0046982	7878
7879	GO:0000922; GO:0000940; GO:0004864; GO:0005654; GO:0005813; GO:0005876; GO:0006281; GO:0006974; GO:0031297; GO:0032515; GO:0051721	7879
7880	GO:0000463; GO:0000492; GO:0001094; GO:0005634; GO:0019899; GO:0042802; GO:0046872; GO:0048254; GO:0051117; GO:0051259; GO:0070062; GO:0070761	7880
7881	GO:0004197; GO:0005518; GO:0005576; GO:0005615; GO:0005622; GO:0005764; GO:0006508; GO:0006590; GO:0008233; GO:0008234; GO:0009897; GO:0016324; GO:0030574; GO:0030855; GO:0036021; GO:0042470; GO:0042981; GO:0043394; GO:0046697; GO:0046718; GO:0048471; GO:0050790; GO:0051603; GO:0062023; GO:0070062; GO:0097067; GO:1904813	7881
7882	GO:0003834; GO:0005739; GO:0005759; GO:0010436; GO:0016116; GO:0016119; GO:0016121; GO:0016122; GO:0016702; GO:0042573; GO:0042574; GO:0046872; GO:0051881; GO:0102076; GO:2000377	7882
7883	GO:0005184; GO:0005576; GO:0005615; GO:0006874; GO:0007165; GO:0007189; GO:0031716; GO:0051480	7883
7884	GO:0005499; GO:0005509; GO:0005634; GO:0005829; GO:0007614; GO:0007616; GO:0007626; GO:0008270; GO:0010842; GO:0030424; GO:0030425; GO:0032420; GO:0032437; GO:0035502; GO:0043005; GO:0043025; GO:0043195; GO:0043197; GO:0044305; GO:0045202; GO:0051480; GO:0070062; GO:0071310; GO:0072205; GO:0072221; GO:0072286; GO:0090102; GO:0098686; GO:0098978; GO:0098982; GO:0099509; GO:0099523; GO:0099524; GO:0099534; GO:0099567; GO:1900271	7884
7885	GO:0000086; GO:0000922; GO:0001975; GO:0002027; GO:0005509; GO:0005513; GO:0005634; GO:0005737; GO:0005813; GO:0005876; GO:0005886; GO:0007186; GO:0007190; GO:0008076; GO:0008179; GO:0010800; GO:0010801; GO:0010856; GO:0010880; GO:0010881; GO:0019901; GO:0019904; GO:0021762; GO:0030017; GO:0030234; GO:0030235; GO:0030426; GO:0030672; GO:0031432; GO:0031800; GO:0031954; GO:0031966; GO:0031982; GO:0031997; GO:0032465; GO:0032516; GO:0032991; GO:0034704; GO:0035307; GO:0043209; GO:0043388; GO:0043539; GO:0043548; GO:0044325; GO:0048306; GO:0050848; GO:0050998; GO:0051000; GO:0051343; GO:0051412; GO:0051592; GO:0055117; GO:0060315; GO:0060316; GO:0071902; GO:0072542; GO:0090151; GO:0097718; GO:0098901; GO:1900242; GO:1901842; GO:1901844; GO:1902494; GO:1905913; GO:2000300	7885
7886	GO:0004089; GO:0006730; GO:0007420; GO:0008270; GO:0016836	7886
7887	GO:0001968; GO:0002224; GO:0002250; GO:0004197; GO:0004252; GO:0005518; GO:0005576; GO:0005615; GO:0005764; GO:0005770; GO:0006508; GO:0006955; GO:0010447; GO:0016485; GO:0019882; GO:0019886; GO:0022617; GO:0030574; GO:0034769; GO:0036021; GO:0043202; GO:0043231; GO:0043236; GO:0043394; GO:0045335; GO:0048002; GO:0051603; GO:0062023; GO:0097067; GO:1904724; GO:1904813; GO:2001259	7887
7888	GO:0005245; GO:0005886; GO:0005891; GO:0006605; GO:0006816; GO:0008104; GO:0016247; GO:0019226; GO:0030165; GO:0030425; GO:0030666; GO:0032281; GO:0035255; GO:0036477; GO:0051968; GO:0060076; GO:0098685; GO:0098839; GO:0098943; GO:0098970; GO:0098978; GO:0099061; GO:0099590; GO:0099645; GO:2000311; GO:2000969	7888
7889	GO:0005245; GO:0005246; GO:0005886; GO:0005891; GO:0006816; GO:0014069; GO:0016247; GO:0019226; GO:0030666; GO:0032281; GO:0051968; GO:0098839; GO:0098943; GO:0098970; GO:0099590; GO:1990454; GO:2000311	7889
7890	GO:0004869; GO:0010804; GO:0019900; GO:0031665; GO:0032091; GO:0032691; GO:0032991; GO:0042802; GO:0043123; GO:0043154; GO:0050700; GO:0051092; GO:0071222; GO:0071456; GO:0071494; GO:0089720; GO:0097179; GO:0097340	7890
7891	GO:0000151; GO:0005576; GO:0005634; GO:0005654; GO:0005737; GO:0005794; GO:0005829; GO:0010265; GO:0016020; GO:0016567; GO:0017025; GO:0030154; GO:0031461; GO:0034774; GO:0043086; GO:0045899; GO:0070062; GO:1904813	7891
7892	GO:0004869; GO:0006954; GO:0032091; GO:0032691; GO:0032991; GO:0042981; GO:0050700; GO:0089720; GO:0097340	7892
7893	GO:0001666; GO:0002009; GO:0004089; GO:0005730; GO:0005886; GO:0006730; GO:0008270; GO:0016021; GO:0016323; GO:0016836; GO:0031528; GO:0033574; GO:0042493; GO:0046903	7893
7894	GO:0005829; GO:0007605; GO:0031625	7894
7895	GO:0005737; GO:0005813; GO:0005815; GO:0008017; GO:0030030; GO:0034451; GO:0036064; GO:0042802; GO:0090307; GO:0098534; GO:0120103	7895
7896	GO:0005634; GO:0005829; GO:0016021	7896
7897	GO:0005615; GO:0005783; GO:0008083; GO:0031175; GO:0071542	7897
7898	GO:0005576; GO:0005783; GO:0005811; GO:0009653; GO:0016042; GO:0052689	7898
7899	GO:0000242; GO:0005654; GO:0005813; GO:0005814; GO:0005829; GO:0007099; GO:0019901; GO:0030030; GO:0051298; GO:0098535; GO:0098536	7899
7900	GO:0003714; GO:0004402; GO:0005634; GO:0007283	7900
7901	GO:0006351	7901
7902	GO:0003839; GO:0005112; GO:0005737; GO:0005802; GO:0005829; GO:0006750; GO:0006751; GO:0006986; GO:0007219; GO:0010955; GO:0022008; GO:0045746; GO:0061928; GO:0070059	7902
7903	GO:0000122; GO:0000785; GO:0000977; GO:0000978; GO:0000981; GO:0001228; GO:0001568; GO:0003700; GO:0005634; GO:0006357; GO:0009887; GO:0009948; GO:0030154; GO:0045944; GO:0060711; GO:1990837	7903
7904	GO:0003341; GO:0005930; GO:0030317; GO:0031514; GO:0036126	7904
7905	GO:0000242; GO:0005737; GO:0005813; GO:0005814; GO:0005829; GO:0007099; GO:0009617; GO:0019901; GO:0019902; GO:0071539; GO:0090222; GO:0090307	7905
7906	GO:0001525; GO:0001558; GO:0001568; GO:0001915; GO:0002859; GO:0003779; GO:0005516; GO:0005886; GO:0005887; GO:0005911; GO:0005912; GO:0006469; GO:0007155; GO:0007156; GO:0007229; GO:0009925; GO:0009986; GO:0010594; GO:0014066; GO:0015125; GO:0015721; GO:0016020; GO:0016021; GO:0016324; GO:0016328; GO:0016477; GO:0019900; GO:0019903; GO:0030054; GO:0030334; GO:0030658; GO:0030853; GO:0031005; GO:0031528; GO:0032692; GO:0032869; GO:0035579; GO:0035726; GO:0038016; GO:0038158; GO:0042058; GO:0042802; GO:0042803; GO:0043116; GO:0043318; GO:0044319; GO:0045601; GO:0045717; GO:0046983; GO:0050860; GO:0051055; GO:0060312; GO:0070062; GO:0070372; GO:0070821; GO:0090331; GO:0098742; GO:1901143; GO:1903385; GO:1903670; GO:1990782; GO:2000346; GO:2001214	7906
7907	GO:0005930; GO:0030317; GO:0060271; GO:0061966; GO:0097729	7907
7908	GO:0000815; GO:0005635; GO:0005771; GO:0005829; GO:0006997; GO:0007080; GO:0010324; GO:0010458; GO:0010824; GO:0015031; GO:0016020; GO:0016236; GO:0019904; GO:0030117; GO:0031210; GO:0031468; GO:0031902; GO:0032509; GO:0036258; GO:0039702; GO:0045184; GO:0045324; GO:0046761; GO:0051258; GO:0051260; GO:0060548; GO:0061952; GO:0070062; GO:1901673; GO:1902188; GO:1903543; GO:1903723; GO:1904903	7908
7909	GO:0000122; GO:0001701; GO:0002039; GO:0003677; GO:0003678; GO:0003682; GO:0005524; GO:0005634; GO:0005654; GO:0007420; GO:0008013; GO:0008094; GO:0016055; GO:0032991; GO:0035064; GO:0035176; GO:0042393; GO:0043044; GO:0045892; GO:0045893; GO:0045944; GO:0045945; GO:0048565; GO:0060134; GO:0070016; GO:0070615; GO:0071339; GO:0090090; GO:0140603; GO:2000270	7909
7910	GO:0005524; GO:0008270; GO:0010824; GO:0043531; GO:0051298; GO:0051879; GO:0061077; GO:1900034; GO:2000299	7910
7911	GO:0000776; GO:0005654; GO:0005829	7911
7912	GO:0005654; GO:0005680; GO:0005829; GO:0007049; GO:0007346; GO:0030071; GO:0031145; GO:0051301; GO:0070979	7912
7913	GO:0005178; GO:0005615; GO:0005886; GO:0005887; GO:0005925; GO:0007155; GO:0007342; GO:0007420; GO:0008285; GO:0008347; GO:0009414; GO:0009897; GO:0014003; GO:0014905; GO:0016020; GO:0016324; GO:0030168; GO:0030666; GO:0030669; GO:0030913; GO:0031092; GO:0031623; GO:0032991; GO:0035036; GO:0051271; GO:0070062; GO:0071404; GO:0090331; GO:1903561; GO:1905521	7913
7914	GO:0004930; GO:0005783; GO:0005886; GO:0005887; GO:0006955; GO:0007186; GO:0007204; GO:0009897; GO:0009986; GO:0016493; GO:0019722; GO:0019957; GO:0060326	7914
7915	GO:0007049; GO:0008284; GO:0016020; GO:0016021; GO:0045787; GO:0045944; GO:2001106	7915
7916	GO:0001764; GO:0002507; GO:0004950; GO:0005886; GO:0005887; GO:0006935; GO:0006954; GO:0006955; GO:0007204; GO:0009314; GO:0009617; GO:0009897; GO:0016493; GO:0019722; GO:0019957; GO:0043025; GO:0046677; GO:0048872; GO:0050927; GO:0060326	7916
7917	GO:0000086; GO:0000308; GO:0005634; GO:0005737; GO:0005886; GO:0016055; GO:0016538; GO:0019901; GO:0045737; GO:0051301; GO:0060828	7917
7918	GO:0000381; GO:0003723; GO:0003729; GO:0005634; GO:0005737; GO:0006376; GO:1990904	7918
7919	GO:0001657; GO:0004896; GO:0005576; GO:0005615; GO:0005829; GO:0008284; GO:0009897; GO:0019221; GO:0019955; GO:0042531; GO:0043235; GO:0043524; GO:0097058; GO:2000672	7919
7920	GO:0001523; GO:0004497; GO:0005506; GO:0005789; GO:0007601; GO:0010430; GO:0016021; GO:0016125; GO:0020037; GO:0050896; GO:0102033	7920
7921	GO:0000149; GO:0005634; GO:0005829; GO:0006904; GO:0007399; GO:0016079; GO:0017075; GO:0017157; GO:0030154; GO:0030425; GO:0031201; GO:0031630; GO:0031915; GO:0043195; GO:0043204; GO:0043303; GO:0044305; GO:0046928; GO:0048306; GO:0070033; GO:0070554; GO:0098794; GO:0098978	7921
7922	GO:0005506; GO:0005789; GO:0016021; GO:0020037; GO:0062189	7922
7923	GO:0003723; GO:0005847; GO:0046872; GO:0098789	7923
7924	GO:0005506; GO:0005789; GO:0008404; GO:0016021; GO:0019369; GO:0020037; GO:0048252; GO:0052722; GO:0070330	7924
7925	GO:0005783; GO:0005789; GO:0006636; GO:0009922; GO:0019367; GO:0030148; GO:0030176; GO:0034625; GO:0034626; GO:0035338; GO:0042761; GO:0102336; GO:0102337; GO:0102338; GO:0102756	7925
7926	GO:0001669; GO:0002177; GO:0005813; GO:0005814; GO:0005829; GO:0007049; GO:0007288; GO:0008284; GO:0010824; GO:0015630; GO:0034451; GO:0035735; GO:0035869; GO:0036064; GO:0042803; GO:0043231; GO:0044877; GO:0045171; GO:0060271; GO:0071539; GO:0090316; GO:0120212; GO:1905198; GO:1905515; GO:1990953	7926
7927	GO:0000139; GO:0005789; GO:0005801; GO:0005829; GO:0006886; GO:0006890; GO:0006891; GO:0030126; GO:0030133; GO:0033116	7927
7928	GO:0005375; GO:0005770; GO:0005886; GO:0005887; GO:0006825; GO:0006878; GO:0055037; GO:1902311	7928
7929	GO:0000338; GO:0005634; GO:0005654; GO:0005829; GO:0008021; GO:0008180; GO:0016607; GO:0019784; GO:0030054	7929
7930	GO:0003682; GO:0005634; GO:0005654; GO:0005737; GO:0006094; GO:0008140; GO:0032793; GO:0042593; GO:0043970; GO:0045944; GO:0051289; GO:0070062; GO:1901998	7930
7931	GO:0005201; GO:0005581; GO:0005615; GO:0005788; GO:0005886; GO:0016021; GO:0030198; GO:0031012; GO:0062023	7931
7932	GO:0004129; GO:0005654; GO:0005739; GO:0005743; GO:0005751; GO:0005829; GO:0006091; GO:0006123; GO:0007584; GO:0016020; GO:0016021	7932
7933	GO:0000122; GO:0003682; GO:0005634; GO:0005739; GO:0005743; GO:0006744; GO:0008340; GO:0008682; GO:0010468; GO:0016709; GO:0031314; GO:0045944; GO:0046872; GO:2000377	7933
7934	GO:0005829; GO:0016020; GO:0042803; GO:0070062	7934
